service_id,date,exception_type
000057,20231125,1
000057,20231202,1
000057,20231209,1
000058,20231119,1
000058,20231203,1
000059,20231115,1
000059,20231116,1
000059,20231117,1
000060,20231016,1
000060,20231019,1
000060,20231020,1
000060,20231023,1
000060,20231024,1
000060,20231025,1
000060,20231026,1
000060,20231027,1
000060,20231030,1
000060,20231031,1
000060,20231101,1
000060,20231102,1
000060,20231103,1
000060,20231106,1
000060,20231107,1
000060,20231108,1
000060,20231109,1
000060,20231110,1
000060,20231113,1
000060,20231114,1
000060,20231115,1
000060,20231116,1
000060,20231117,1
000061,20231203,1
000062,20231022,1
000062,20231029,1
000062,20231105,1
000062,20231112,1
000062,20231119,1
000063,20231016,1
000063,20231020,1
000063,20231025,1
000063,20231027,1
000063,20231030,1
000063,20231106,1
000063,20231108,1
000063,20231110,1
000063,20231111,1
000063,20231112,1
000063,20231115,1
000063,20231117,1
000063,20231118,1
000063,20231119,1
000064,20231021,1
000064,20231022,1
000064,20231023,1
000064,20231028,1
000064,20231029,1
000064,20231101,1
000064,20231103,1
000064,20231104,1
000064,20231105,1
000065,20231019,1
000065,20231026,1
000065,20231031,1
000065,20231107,1
000065,20231109,1
000065,20231116,1
000066,20231024,1
000066,20231102,1
000067,20231113,1
000067,20231114,1
000068,20231210,1
000068,20231211,1
000068,20231212,1
000068,20231213,1
000068,20231214,1
000068,20231215,1
000068,20231216,1
000068,20231217,1
000068,20231218,1
000068,20231219,1
000068,20231220,1
000068,20231221,1
000068,20231222,1
000068,20231225,1
000068,20231228,1
000068,20240101,1
000068,20240103,1
000068,20240105,1
000069,20231223,1
000069,20231224,1
000069,20231226,1
000069,20231227,1
000069,20231229,1
000069,20231230,1
000069,20231231,1
000069,20240102,1
000069,20240104,1
000069,20240106,1
000069,20240107,1
000070,20231120,1
000070,20231121,1
000070,20231122,1
000070,20231123,1
000070,20231124,1
000070,20231127,1
000070,20231128,1
000070,20231129,1
000070,20231130,1
000070,20231201,1
000070,20231202,1
000070,20231203,1
000070,20231204,1
000070,20231205,1
000070,20231206,1
000070,20231207,1
000070,20231208,1
000070,20231209,1
000071,20231120,1
000071,20231121,1
000071,20231122,1
000071,20231123,1
000071,20231124,1
000071,20231125,1
000071,20231127,1
000071,20231128,1
000071,20231129,1
000071,20231130,1
000071,20231201,1
000071,20231202,1
000071,20231204,1
000071,20231205,1
000071,20231206,1
000071,20231207,1
000071,20231208,1
000071,20231209,1
000072,20231117,1
000073,20231211,1
000073,20231212,1
000073,20231213,1
000073,20231214,1
000073,20231215,1
000073,20231216,1
000073,20231218,1
000073,20231219,1
000073,20231220,1
000073,20231221,1
000073,20231222,1
000073,20231223,1
000073,20231226,1
000073,20231227,1
000073,20231228,1
000073,20231229,1
000073,20231230,1
000073,20240102,1
000073,20240103,1
000073,20240104,1
000073,20240105,1
000073,20240106,1
000074,20231016,1
000074,20231019,1
000074,20231020,1
000074,20231021,1
000074,20231023,1
000074,20231026,1
000074,20231027,1
000074,20231028,1
000074,20231030,1
000074,20231031,1
000074,20231101,1
000074,20231102,1
000074,20231103,1
000074,20231104,1
000074,20231106,1
000074,20231107,1
000074,20231108,1
000074,20231109,1
000074,20231110,1
000074,20231111,1
000075,20231115,1
000075,20231116,1
000075,20231118,1
000076,20231024,1
000076,20231025,1
000077,20231202,1
000077,20231209,1
000078,20231201,1
000078,20231203,1
000078,20231208,1
000079,20231127,1
000079,20231128,1
000079,20231130,1
000079,20231204,1
000079,20231205,1
000080,20231129,1
000080,20231206,1
000080,20231207,1
000081,20231120,1
000081,20231121,1
000081,20231122,1
000081,20231123,1
000081,20231124,1
000082,20231016,1
000082,20231019,1
000082,20231023,1
000082,20231024,1
000082,20231025,1
000082,20231026,1
000083,20231115,1
000083,20231116,1
000084,20231030,1
000084,20231031,1
000084,20231102,1
000084,20231103,1
000084,20231108,1
000084,20231109,1
000085,20231107,1
000086,20231111,1
000086,20231118,1
000087,20231020,1
000087,20231027,1
000087,20231029,1
000087,20231101,1
000087,20231105,1
000087,20231110,1
000087,20231112,1
000087,20231117,1
000087,20231119,1
000088,20231021,1
000088,20231028,1
000088,20231104,1
000089,20231106,1
000090,20231211,1
000090,20231212,1
000090,20231213,1
000090,20231214,1
000090,20231218,1
000090,20231219,1
000090,20231220,1
000090,20231221,1
000090,20231226,1
000090,20231227,1
000090,20231228,1
000090,20240102,1
000090,20240103,1
000090,20240104,1
000091,20231216,1
000092,20231210,1
000092,20231215,1
000092,20231217,1
000092,20231222,1
000092,20231224,1
000092,20231225,1
000092,20231229,1
000092,20231231,1
000092,20240101,1
000092,20240105,1
000092,20240107,1
000093,20231223,1
000093,20231230,1
000093,20240106,1
000094,20231022,1
000094,20231029,1
000094,20231105,1
000094,20231112,1
000095,20231016,1
000095,20231019,1
000095,20231020,1
000095,20231023,1
000095,20231026,1
000095,20231027,1
000095,20231030,1
000095,20231031,1
000095,20231101,1
000095,20231102,1
000095,20231103,1
000095,20231106,1
000095,20231107,1
000095,20231108,1
000095,20231109,1
000095,20231110,1
000095,20231120,1
000095,20231121,1
000095,20231122,1
000095,20231123,1
000095,20231124,1
000095,20231127,1
000095,20231128,1
000095,20231129,1
000095,20231130,1
000095,20231201,1
000095,20231208,1
000096,20231204,1
000096,20231205,1
000097,20231206,1
000097,20231207,1
000098,20231021,1
000098,20231028,1
000098,20231104,1
000098,20231111,1
000098,20231118,1
000099,20231218,1
000099,20231219,1
000099,20231220,1
000099,20231221,1
000099,20231222,1
000100,20231211,1
000100,20231212,1
000100,20231213,1
000100,20231226,1
000100,20231227,1
000100,20231228,1
000100,20231229,1
000100,20240102,1
000100,20240103,1
000100,20240104,1
000100,20240105,1
000101,20231103,1
000102,20231019,1
000103,20231025,1
000104,20231023,1
000104,20231024,1
000105,20231016,1
000106,20231020,1
000106,20231021,1
000106,20231022,1
000106,20231027,1
000106,20231028,1
000106,20231029,1
000106,20231104,1
000106,20231110,1
000106,20231111,1
000106,20231112,1
000106,20231117,1
000106,20231118,1
000106,20231119,1
000107,20231124,1
000107,20231201,1
000107,20231202,1
000107,20231203,1
000107,20231208,1
000107,20231209,1
000108,20231210,1
000108,20231214,1
000108,20231215,1
000108,20231216,1
000108,20231217,1
000108,20231218,1
000108,20231219,1
000108,20231220,1
000108,20231221,1
000108,20231222,1
000108,20231223,1
000108,20231224,1
000108,20231225,1
000108,20231226,1
000108,20231227,1
000108,20231228,1
000108,20231229,1
000108,20231230,1
000108,20231231,1
000108,20240101,1
000108,20240102,1
000108,20240103,1
000108,20240104,1
000108,20240105,1
000108,20240106,1
000108,20240107,1
000109,20231211,1
000109,20231212,1
000109,20231213,1
000110,20231030,1
000110,20231031,1
000110,20231102,1
000110,20231108,1
000110,20231109,1
000110,20231127,1
000110,20231128,1
000110,20231130,1
000110,20231204,1
000110,20231205,1
000111,20231105,1
000112,20231107,1
000112,20231120,1
000112,20231121,1
000112,20231122,1
000112,20231123,1
000112,20231129,1
000112,20231206,1
000112,20231207,1
000113,20231026,1
000114,20231020,1
000114,20231027,1
000115,20231028,1
000115,20231101,1
000115,20231104,1
000115,20231111,1
000115,20231118,1
000116,20231021,1
000117,20231108,1
000117,20231109,1
000118,20231216,1
000118,20231223,1
000118,20231226,1
000118,20231227,1
000118,20231228,1
000118,20231229,1
000118,20231230,1
000118,20240102,1
000118,20240103,1
000118,20240104,1
000118,20240105,1
000118,20240106,1
000119,20231120,1
000119,20231121,1
000119,20231122,1
000119,20231123,1
000119,20231124,1
000119,20231129,1
000119,20231201,1
000119,20231202,1
000119,20231208,1
000119,20231209,1
000120,20231106,1
000120,20231110,1
000121,20231030,1
000121,20231031,1
000121,20231102,1
000121,20231103,1
000122,20231127,1
000122,20231128,1
000122,20231130,1
000123,20231120,1
000123,20231121,1
000123,20231122,1
000123,20231123,1
000124,20231107,1
000124,20231129,1
000124,20231206,1
000124,20231207,1
000125,20231124,1
000125,20231126,1
000125,20231201,1
000125,20231202,1
000125,20231203,1
000125,20231208,1
000125,20231209,1
000126,20231210,1
000126,20231215,1
000126,20231216,1
000126,20231217,1
000126,20231218,1
000126,20231219,1
000126,20231220,1
000126,20231221,1
000126,20231222,1
000126,20231224,1
000126,20231225,1
000126,20231226,1
000126,20231227,1
000126,20231228,1
000126,20231229,1
000126,20231230,1
000126,20231231,1
000126,20240101,1
000126,20240102,1
000126,20240103,1
000126,20240104,1
000126,20240105,1
000126,20240106,1
000126,20240107,1
000127,20231223,1
000128,20231031,1
000129,20231030,1
000129,20231102,1
000129,20231108,1
000129,20231109,1
000129,20231127,1
000129,20231128,1
000129,20231130,1
000130,20231020,1
000130,20231029,1
000130,20231104,1
000130,20231110,1
000130,20231111,1
000130,20231117,1
000130,20231118,1
000130,20231119,1
000131,20231021,1
000131,20231022,1
000131,20231027,1
000131,20231028,1
000132,20231023,1
000132,20231024,1
000132,20231025,1
000133,20231019,1
000133,20231116,1
000134,20231115,1
000135,20231211,1
000135,20231212,1
000136,20231022,1
000136,20231029,1
000136,20231105,1
000136,20231112,1
000136,20231119,1
000136,20231203,1
000137,20231120,1
000137,20231121,1
000137,20231122,1
000137,20231123,1
000137,20231124,1
000137,20231127,1
000137,20231128,1
000137,20231129,1
000137,20231130,1
000137,20231201,1
000137,20231202,1
000137,20231203,1
000137,20231208,1
000137,20231209,1
000138,20231020,1
000138,20231106,1
000138,20231107,1
000138,20231108,1
000138,20231109,1
000138,20231110,1
000138,20231111,1
000138,20231112,1
000138,20231118,1
000138,20231119,1
000139,20231114,1
000140,20231113,1
000141,20231024,1
000142,20231023,1
000143,20231016,1
000143,20231019,1
000144,20231021,1
000144,20231022,1
000144,20231027,1
000144,20231028,1
000144,20231029,1
000144,20231030,1
000144,20231031,1
000144,20231101,1
000144,20231102,1
000144,20231103,1
000144,20231104,1
000144,20231105,1
000145,20231116,1
000146,20231210,1
000146,20231211,1
000146,20231212,1
000146,20231213,1
000146,20231214,1
000146,20231215,1
000146,20231216,1
000146,20231217,1
000146,20231218,1
000146,20231219,1
000146,20231220,1
000146,20231221,1
000146,20231222,1
000146,20231224,1
000146,20231225,1
000146,20231231,1
000146,20240101,1
000146,20240102,1
000146,20240104,1
000147,20231223,1
000147,20231226,1
000147,20231227,1
000147,20231228,1
000147,20231229,1
000147,20231230,1
000147,20240103,1
000147,20240105,1
000147,20240106,1
000147,20240107,1
000148,20231204,1
000148,20231205,1
000148,20231206,1
000148,20231207,1
000149,20231126,1
000150,20231020,1
000150,20231027,1
000150,20231030,1
000150,20231031,1
000150,20231101,1
000150,20231102,1
000150,20231103,1
000150,20231106,1
000150,20231107,1
000150,20231108,1
000150,20231109,1
000150,20231110,1
000150,20231113,1
000150,20231120,1
000150,20231121,1
000150,20231122,1
000150,20231123,1
000150,20231124,1
000150,20231127,1
000150,20231128,1
000150,20231129,1
000150,20231130,1
000150,20231201,1
000150,20231204,1
000150,20231205,1
000150,20231206,1
000150,20231207,1
000150,20231208,1
000151,20231210,1
000151,20231217,1
000151,20231224,1
000151,20231231,1
000151,20240107,1
000152,20231225,1
000152,20240101,1
000153,20231126,1
000153,20231203,1
000154,20231016,1
000154,20231019,1
000154,20231020,1
000154,20231025,1
000154,20231026,1
000154,20231027,1
000154,20231030,1
000154,20231031,1
000154,20231101,1
000154,20231102,1
000154,20231103,1
000154,20231106,1
000154,20231107,1
000154,20231108,1
000154,20231109,1
000154,20231110,1
000154,20231114,1
000154,20231115,1
000154,20231117,1
000155,20231021,1
000155,20231022,1
000155,20231028,1
000155,20231029,1
000155,20231104,1
000155,20231105,1
000155,20231111,1
000155,20231112,1
000155,20231118,1
000155,20231119,1
000156,20231211,1
000156,20231212,1
000156,20231215,1
000156,20231218,1
000156,20231219,1
000156,20231220,1
000156,20231221,1
000156,20231222,1
000156,20231226,1
000156,20231227,1
000156,20231228,1
000156,20231229,1
000156,20240102,1
000156,20240103,1
000156,20240104,1
000156,20240105,1
000157,20231126,1
000157,20231202,1
000157,20231203,1
000157,20231209,1
000158,20231021,1
000158,20231022,1
000158,20231028,1
000158,20231029,1
000158,20231104,1
000158,20231105,1
000158,20231111,1
000158,20231118,1
000158,20231119,1
000159,20231023,1
000159,20231024,1
000159,20231113,1
000159,20231116,1
000160,20231210,1
000160,20231216,1
000160,20231217,1
000160,20231223,1
000160,20231224,1
000160,20231225,1
000160,20231226,1
000160,20231227,1
000160,20231228,1
000160,20231229,1
000160,20231230,1
000160,20231231,1
000160,20240101,1
000160,20240102,1
000160,20240103,1
000160,20240104,1
000160,20240105,1
000160,20240106,1
000160,20240107,1
000161,20231016,1
000161,20231019,1
000161,20231020,1
000161,20231025,1
000161,20231026,1
000161,20231027,1
000161,20231030,1
000161,20231031,1
000161,20231101,1
000161,20231102,1
000161,20231103,1
000161,20231106,1
000161,20231107,1
000161,20231108,1
000161,20231109,1
000161,20231110,1
000161,20231115,1
000161,20231117,1
000162,20231211,1
000162,20231212,1
000162,20231213,1
000162,20231214,1
000162,20231215,1
000162,20231218,1
000162,20231219,1
000162,20231220,1
000162,20231221,1
000162,20231222,1
000163,20231120,1
000163,20231121,1
000163,20231122,1
000163,20231123,1
000163,20231124,1
000163,20231126,1
000163,20231127,1
000163,20231128,1
000163,20231129,1
000163,20231130,1
000163,20231201,1
000163,20231202,1
000163,20231203,1
000163,20231204,1
000163,20231205,1
000163,20231206,1
000163,20231207,1
000163,20231208,1
000163,20231209,1
000164,20231016,1
000164,20231019,1
000164,20231020,1
000164,20231022,1
000164,20231023,1
000164,20231024,1
000164,20231025,1
000164,20231026,1
000164,20231027,1
000164,20231029,1
000164,20231030,1
000164,20231031,1
000164,20231101,1
000164,20231102,1
000164,20231105,1
000164,20231106,1
000164,20231107,1
000164,20231108,1
000164,20231109,1
000164,20231110,1
000164,20231111,1
000164,20231112,1
000164,20231113,1
000164,20231114,1
000164,20231115,1
000164,20231116,1
000164,20231117,1
000164,20231118,1
000164,20231119,1
000165,20231021,1
000165,20231028,1
000165,20231103,1
000165,20231104,1
000166,20231210,1
000166,20231211,1
000166,20231212,1
000166,20231213,1
000166,20231214,1
000166,20231215,1
000166,20231216,1
000166,20231217,1
000166,20231218,1
000166,20231219,1
000166,20231220,1
000166,20231221,1
000166,20231222,1
000166,20231224,1
000166,20231225,1
000166,20231226,1
000166,20231227,1
000166,20231228,1
000166,20231229,1
000166,20231231,1
000166,20240101,1
000166,20240102,1
000166,20240103,1
000166,20240104,1
000166,20240105,1
000166,20240107,1
000167,20231111,1
000167,20231202,1
000167,20231209,1
000168,20231101,1
000168,20231120,1
000168,20231121,1
000168,20231122,1
000168,20231123,1
000168,20231124,1
000168,20231127,1
000168,20231128,1
000168,20231129,1
000168,20231130,1
000168,20231201,1
000168,20231204,1
000168,20231205,1
000168,20231206,1
000168,20231207,1
000168,20231208,1
000169,20231021,1
000169,20231028,1
000169,20231104,1
000169,20231118,1
000170,20231016,1
000170,20231019,1
000170,20231020,1
000170,20231023,1
000170,20231024,1
000170,20231025,1
000170,20231026,1
000170,20231027,1
000170,20231030,1
000170,20231031,1
000170,20231102,1
000170,20231103,1
000170,20231106,1
000170,20231107,1
000170,20231108,1
000170,20231109,1
000170,20231110,1
000170,20231115,1
000170,20231116,1
000170,20231117,1
000171,20231210,1
000171,20231211,1
000171,20231212,1
000171,20231213,1
