Line,DataOwnerCode,DestinationCode,DestinationName50,LineDirection,LineName,LinePlanningNumber,LinePublicNumber,LineWheelchairAccessible,TransportType
ARR_28285_2,ARR,1795,Langweer Dorp,2,"Langweer - Joure, Busstation",28285,8711,NOTACCESSIBLE,BUS
KEOLIS_4513_1,KEOLIS,4516,Raalte,1,Nijverdal - Raalte,4513,513,ACCESSIBLE,BUS
KEOLIS_4513_2,KEOLIS,4513,Nijverdal,2,Nijverdal - Raalte,4513,513,ACCESSIBLE,BUS
QBUZZ_u056_2,QBUZZ,2692,Amersfoort CS,2,Wijk bij Duurstede - Zeist - Amersfoort,u056,56,ACCESSIBLE,BUS
CXX_F106_2,CXX,F10601336,Weesp Station,2,Weesp - Hilversum via Nederhorst den Berg,F106,106,ACCESSIBLE,BUS
CXX_A610_2,CXX,A61050334,Scherpenzeel,2,Scherpenzeel - Barneveld,A610,110,ACCESSIBLE,BUS
QBUZZ_u056_1,QBUZZ,2701,Wijk bij Duurstede,1,Wijk bij Duurstede - Zeist - Amersfoort,u056,56,ACCESSIBLE,BUS
CXX_A610_1,CXX,A61032786,Barneveld,1,Scherpenzeel - Barneveld,A610,110,ACCESSIBLE,BUS
CXX_Y077_2,CXX,Y07707678,Lemmer,2,Emmeloord - Lemmer,Y077,77,ACCESSIBLE,BUS
CXX_Y077_1,CXX,Y07700888,Emmeloord,1,Emmeloord - Lemmer,Y077,77,ACCESSIBLE,BUS
ARR_28089_2,ARR,2634,Lioessens,2,"Lioessens - Dokkum, Sionsberg",28089,7292,NOTACCESSIBLE,BUS
AVV_100351_2,AVV,1413,Hält nur zum Aussteigen,2,HZ1ALT,100351,HZ1A,UNKNOWN,BUS
AVV_100351_1,AVV,1826,Wildnis Am Hochfeld,1,HZ1ALT,100351,HZ1A,UNKNOWN,BUS
CXX_X561_1,CXX,X56109435,Wijchen Station,1,Wijchen Station - Malden Schoolstraat,X561,561,NOTACCESSIBLE,BUS
ARR_26007_2,ARR,5797,Caberg - Pottenberg,2,MUMC/MECC via Sibemaweg - Caberg/Pottenberg,26007,7,UNKNOWN,BUS
CXX_X561_2,CXX,X56119090,Malden,2,Wijchen Station - Malden Schoolstraat,X561,561,NOTACCESSIBLE,BUS
AVV_100053_2,AVV,1688,Ronheider Weg (weiter als Li. 30),2,,100053,53,UNKNOWN,BUS
CXX_Z599_2,CXX,Z59902780,Wemeldinge Dorpsplein,2,Wemeldinge - Yerseke,Z599,599,NOTACCESSIBLE,BUS
CXX_Z599_1,CXX,Z59902794,Yerseke Dam,1,Wemeldinge - Yerseke,Z599,599,NOTACCESSIBLE,BUS
AVV_100053_1,AVV,1419,Aachen Bushof,1,,100053,53,UNKNOWN,BUS
RET_32_2,RET,ZP------,Zuidplein,2,Zuidplein - Pendrecht,32,67,UNKNOWN,BUS
ARR_28063_2,ARR,2518,Bornwird,2,"Bornwird - Dokkum, Sionsberg",28063,7192,NOTACCESSIBLE,BUS
ARR_28481_1,ARR,1722,Heerenveen Busstation,1,"Bontebok - Heerenveen, Busstation",28481,6231,NOTACCESSIBLE,BUS
ARR_28063_1,ARR,2532,Dokkum Sionsberg,1,"Bornwird - Dokkum, Sionsberg",28063,7192,NOTACCESSIBLE,BUS
ARR_26007_1,ARR,5831,Randwyck,1,MUMC/MECC via Sibemaweg - Caberg/Pottenberg,26007,7,UNKNOWN,BUS
ARR_28481_2,ARR,2516,Bontebok,2,"Bontebok - Heerenveen, Busstation",28481,6231,NOTACCESSIBLE,BUS
ARR_8612_1,ARR,8000,Doetinchem,1,Doetinchem Station - Tweede Loolaan,8612,612,UNKNOWN,BUS
ARR_8612_2,ARR,8108,Doetinchem,2,Doetinchem Station - Tweede Loolaan,8612,612,UNKNOWN,BUS
ARR_28206_2,ARR,2734,Tzum Martenahiem,2,"Tzum, Vrijburgstraat - Franeker, Station",28206,8082,NOTACCESSIBLE,BUS
ARR_28206_1,ARR,1710,Franeker Station,1,"Tzum, Vrijburgstraat - Franeker, Station",28206,8082,NOTACCESSIBLE,BUS
RET_32_1,RET,PNDT----,Pendrecht,1,Zuidplein - Pendrecht,32,67,UNKNOWN,BUS
GVB_35_2,GVB,OLPP,Olof Palmeplein,2,Olof Palmeplein - Molenwijk,35,35,ACCESSIBLE,BUS
QBUZZ_m092_2,QBUZZ,3131,Dordrecht CS,2,Rotterdam Zuidplein - H.I. Ambacht - Dordrecht,m092,92,ACCESSIBLE,BUS
GVB_35_1,GVB,MWK,Molenwijk,1,Olof Palmeplein - Molenwijk,35,35,ACCESSIBLE,BUS
QBUZZ_m092_1,QBUZZ,3371,Rotterdam Zuidplein via H.I. Ambacht,1,Rotterdam Zuidplein - H.I. Ambacht - Dordrecht,m092,92,ACCESSIBLE,BUS
ARR_28428_1,ARR,2302,Drachten Transferium,1,"Jistrum - Drachten, Transferium Oost",28428,6031,NOTACCESSIBLE,BUS
CXX_H416_2,CXX,H41600627,Kreileroord Zuiderkwelweg,2,Kreileroord - Schagen Station,H416,416,NOTACCESSIBLE,BUS
ARR_28428_2,ARR,2798,Jistrum Dorp,2,"Jistrum - Drachten, Transferium Oost",28428,6031,NOTACCESSIBLE,BUS
CXX_M161_2,CXX,M16110622,Zwanenburg Kinheim,2,Zwanenburg Kinheim - Hoofddorp Station,M161,161,ACCESSIBLE,BUS
QBUZZ_d003_1,QBUZZ,1691,Station via Centrum,1,Stadsdienst Emmen Rietlanden,d003,3,ACCESSIBLE,BUS
CXX_M161_1,CXX,M161013931,Hoofddorp via Hfd. Centrum,1,Zwanenburg Kinheim - Hoofddorp Station,M161,161,ACCESSIBLE,BUS
ARR_23603_2,ARR,9581,Roosendaal,2,Willemstad via Oud Gastel - Roosendaal,23603,603,UNKNOWN,BUS
AVV_101531_1,AVV,1894,Stadtbus Nassauer Straße,1,WÜ1ALT,101531,WÜ1A,UNKNOWN,BUS
AVV_101531_2,AVV,1896,Stadtbus Euchen,2,WÜ1ALT,101531,WÜ1A,UNKNOWN,BUS
ARR_22770_2,ARR,9166,P+R De Vliert,2,P+R De Vliert - Centrum v.v.,22770,70,UNKNOWN,BUS
CXX_L320_2,CXX,L32016064,Helmond Station,2,Helmond Station - Asten - Eindhoven Station,L320,320,ACCESSIBLE,BUS
ARR_22806_1,ARR,9200,Centraal Station,1,Centraal Station - Noord-Heikant,22806,6,UNKNOWN,BUS
ARR_22806_2,ARR,9476,Noord,2,Centraal Station - Noord-Heikant,22806,6,UNKNOWN,BUS
AVV_100734_1,AVV,1419,Aachen Bushof,1,,100734,34E,UNKNOWN,BUS
CXX_L320_1,CXX,L32015928,Eindhoven Station,1,Helmond Station - Asten - Eindhoven Station,L320,320,ACCESSIBLE,BUS
GVB_22_2,GVB,SLD,Station Sloterdijk,2,Station Sloterdijk - Muiderpoortstation,22,22,ACCESSIBLE,BUS
GVB_22_1,GVB,MPS,Muiderpoortstation,1,Station Sloterdijk - Muiderpoortstation,22,22,ACCESSIBLE,BUS
CXX_M174_1,CXX,M17401267,Amstelveen KLM Hoofdkant.,1,Uithoorn - Amstelveen KLM Hoofdkantoor,M174,174,ACCESSIBLE,BUS
EBS_1101_1,EBS,1842,De Purmer Zuid,1,Purmerend Centrum - De Purmer Zuid,1101,101,ACCESSIBLE,BUS
EBS_1101_2,EBS,1874,Purmerend Centrum,2,Purmerend Centrum - De Purmer Zuid,1101,101,ACCESSIBLE,BUS
ARR_17497_1,ARR,2048,Schoonhoven,1,Schoonhoven - Gouda,17497,497,UNKNOWN,BUS
CXX_Z938_2,CXX,Z93803475,Herkingen Haven,2,Herkingen-Middelharnis,Z938,OVoM,NOTACCESSIBLE,BUS
AVV_100747_2,AVV,1419,Aachen Bushof,2,,100747,47E,UNKNOWN,BUS
ARR_17497_2,ARR,1917,Gouda Station,2,Schoonhoven - Gouda,17497,497,UNKNOWN,BUS
CXX_M174_2,CXX,M17401432,Uith. Amstelpln,2,Uithoorn - Amstelveen KLM Hoofdkantoor,M174,174,ACCESSIBLE,BUS
CXX_Z938_1,CXX,Z93838047,Nieuwe-Tonge N215,1,Herkingen-Middelharnis,Z938,OVoM,NOTACCESSIBLE,BUS
CXX_H416_1,CXX,H41600656,Schagen Station,1,Kreileroord - Schagen Station,H416,416,NOTACCESSIBLE,BUS
ARR_28196_2,ARR,2706,Schalsum,2,"Schalsum - Franeker, Station",28196,8032,NOTACCESSIBLE,BUS
ARR_28196_1,ARR,1710,Franeker Station,1,"Schalsum - Franeker, Station",28196,8032,NOTACCESSIBLE,BUS
QBUZZ_g189_1,QBUZZ,4200,P+R Marum,1,Ureterp - Marum,g189,89,ACCESSIBLE,BUS
QBUZZ_g189_2,QBUZZ,1390,Ureterp,2,Ureterp - Marum,g189,89,ACCESSIBLE,BUS
EBS_3455_1,EBS,3085,Zoetermeer via Delft,1,'s-Gravenzande - Naaldwijk - Delft - Zoetermeer,3455,455,ACCESSIBLE,BUS
EBS_3455_2,EBS,3019,s-Gravenzande via Naaldwijk,2,'s-Gravenzande - Naaldwijk - Delft - Zoetermeer,3455,455,ACCESSIBLE,BUS
AVV_100066_1,AVV,1419,Aachen Bushof,1,,100066,66,UNKNOWN,BUS
AVV_100810_2,AVV,1738,Aachen Prager Ring,2,,100810,V,UNKNOWN,BUS
AVV_100810_1,AVV,1968,Merkstein Gesamtschule,1,,100810,V,UNKNOWN,BUS
QBUZZ_u012_1,QBUZZ,2616,Maarssen Station,1,Utrecht CS - Maarssen,u012,12,ACCESSIBLE,BUS
GVB_5_1,GVB,ZKG,Zoutkeetsgracht,1,Amstelveen Stadshart - Jordaan,5,5,ACCESSIBLE,TRAM
QBUZZ_u012_2,QBUZZ,2606,Utrecht CS,2,Utrecht CS - Maarssen,u012,12,ACCESSIBLE,BUS
ARR_28548_2,ARR,1818,Sondel via Balk,2,"Sondel - Balk, Harich Rotonde",28548,9565,NOTACCESSIBLE,BUS
GVB_5_2,GVB,AVN,Amstelveen Stadshart,2,Amstelveen Stadshart - Jordaan,5,5,ACCESSIBLE,TRAM
ARR_8197_2,ARR,8040,Terborg,2,'s-Heerenberg - Terborg,8197,197,UNKNOWN,BUS
ARR_28219_2,ARR,2747,Wijnaldum vd Ploegstr,2,"Wijnaldum - Harlingen, Zorgplein",28219,8122,NOTACCESSIBLE,BUS
ARR_28219_1,ARR,1806,Harlingen Zorgplein,1,"Wijnaldum - Harlingen, Zorgplein",28219,8122,NOTACCESSIBLE,BUS
ARR_8197_1,ARR,8039,'s-Heerenberg,1,'s-Heerenberg - Terborg,8197,197,UNKNOWN,BUS
ARR_28548_1,ARR,1799,Balk Harich Rotonde,1,"Sondel - Balk, Harich Rotonde",28548,9565,NOTACCESSIBLE,BUS
CXX_Z662_1,CXX,Z66203274,Oud-Beijerland Zinkweg,1,Zuid-Beijerland-Oud-Beijerland,Z662,662,ACCESSIBLE,BUS
AVV_100066_2,AVV,2001,Fahrradbus Aachen Bushof,2,,100066,66,UNKNOWN,BUS
CXX_Z662_2,CXX,Z66203253,Numansdorp Viaduct A29,2,Zuid-Beijerland-Oud-Beijerland,Z662,662,ACCESSIBLE,BUS
ARR_23673_1,ARR,9419,Dongen,1,Dongen - Andel Prinsentuin,23673,673,UNKNOWN,BUS
ARR_23673_2,ARR,6020,Curio prinsentuin,2,Dongen - Andel Prinsentuin,23673,673,UNKNOWN,BUS
GVB_63_2,GVB,SLL,Station Lelylaan,2,Station Lelylaan - Osdorp De Aker,63,63,ACCESSIBLE,BUS
GVB_63_1,GVB,OSA,Osdorp De Aker,1,Station Lelylaan - Osdorp De Aker,63,63,ACCESSIBLE,BUS
CXX_Z935_1,CXX,Z93503496,Ooltgensplaat Weespad,1,Middelharnis-Ooltgensplaat,Z935,OVoM,NOTACCESSIBLE,BUS
ARR_23104_1,ARR,9509,Hoogerheide,1,Hoogerheide via Huijbergen - Roosendaal,23104,104,UNKNOWN,BUS
ARR_23104_2,ARR,9575,Roosendaal,2,Hoogerheide via Huijbergen - Roosendaal,23104,104,UNKNOWN,BUS
CXX_Z935_2,CXX,Z93538026,Stad a/h Haringvliet Vrouwtjeswg,2,Middelharnis-Ooltgensplaat,Z935,OVoM,NOTACCESSIBLE,BUS
ARR_28058_2,ARR,2581,Hegebeintum,2,"Hegebeintum - Ferwert, Prov. weg",28058,7174,NOTACCESSIBLE,BUS
AVV_100201_1,AVV,1739,Stadtbus Gressenich,1,,100201,EW1,UNKNOWN,BUS
ARR_28058_1,ARR,2807,Ferwert Prov. weg,1,"Hegebeintum - Ferwert, Prov. weg",28058,7174,NOTACCESSIBLE,BUS
AVV_100201_2,AVV,1741,Eschweiler Bushof (weiter als Li. 8),2,,100201,EW1,UNKNOWN,BUS
EBS_3034_1,EBS,3022,Maassluis Metro,1,Monster - Naaldwijk - Maassluis,3034,34,ACCESSIBLE,BUS
EBS_3034_2,EBS,3025,Monster via Naaldwijk,2,Monster - Naaldwijk - Maassluis,3034,34,ACCESSIBLE,BUS
EBS_1314_1,EBS,1831,Hoorn,1,Amsterdam Centraal - Edam - Hoorn,1314,314,ACCESSIBLE,BUS
EBS_1314_2,EBS,1806,Amsterdam Centraal,2,Amsterdam Centraal - Edam - Hoorn,1314,314,ACCESSIBLE,BUS
CXX_M163_1,CXX,M16326363,Schiphol-Rijk Beechavenue,1,FLEX: Rijsenhout - Schiphol Rijk,M163,FLEX,ACCESSIBLE,BUS
ARR_28494_1,ARR,1787,Joure Busstation,1,"Snikzwaag - Joure, Busstation",28494,9731,NOTACCESSIBLE,BUS
ARR_28494_2,ARR,2873,Snikzwaag,2,"Snikzwaag - Joure, Busstation",28494,9731,NOTACCESSIBLE,BUS
ARR_28254_2,ARR,2611,Jirnsum Douwemastrjitte,2,"Jirnsum, Douwemastrjitte - Grou, Station",28254,8381,NOTACCESSIBLE,BUS
QBUZZ_u038_2,QBUZZ,2606,Utrecht CS,2,Utrecht CS - Lage Weide - Maarssen,u038,38,ACCESSIBLE,BUS
CXX_M163_2,CXX,M16326363,Schiphol-Rijk Beechavenue,2,FLEX: Rijsenhout - Schiphol Rijk,M163,FLEX,ACCESSIBLE,BUS
QBUZZ_u038_1,QBUZZ,2616,Maarssen Station,1,Utrecht CS - Lage Weide - Maarssen,u038,38,ACCESSIBLE,BUS
ARR_28121_2,ARR,2545,Ee,2,"Ee - Dokkum, Sionsberg",28121,7402,NOTACCESSIBLE,BUS
ARR_28121_1,ARR,2532,Dokkum Sionsberg,1,"Ee - Dokkum, Sionsberg",28121,7402,NOTACCESSIBLE,BUS
AVV_100574_2,AVV,1413,Hält nur zum Aussteigen,2,74ALT,100574,74AL,UNKNOWN,BUS
AVV_100071_2,AVV,2026,Geilenkirchen Bahnhof,2,,100071,71,UNKNOWN,BUS
AVV_100071_1,AVV,1696,Aldenhoven Markt,1,,100071,71,UNKNOWN,BUS
KEOLIS_5572_2,KEOLIS,5113,Amersfoort Vathorst,2,Amersfoort Vathorst - Soest,5572,572,ACCESSIBLE,BUS
AVV_100574_1,AVV,1727,Gewerbegebiet AVANTIS,1,74ALT,100574,74AL,UNKNOWN,BUS
KEOLIS_5572_1,KEOLIS,5178,Soestdijk Noord,1,Amersfoort Vathorst - Soest,5572,572,ACCESSIBLE,BUS
CXX_Z596_2,CXX,Z59602615,'s-Heerenhoek Tolplein,2,'s Heerenhoek - Ellewoutsdijk,Z596,596,NOTACCESSIBLE,BUS
KEOLIS_4926_1,KEOLIS,105,Ziekenhuis,1,"Almelo, Station - Ziekenhuis",4926,26,ACCESSIBLE,BUS
CXX_Z596_1,CXX,Z59634905,Ellewoutsdijk Fort,1,'s Heerenhoek - Ellewoutsdijk,Z596,596,NOTACCESSIBLE,BUS
ARR_28001_1,ARR,1706,Dokkum Busstation,1,"Aalsum - Dokkum, Busstation",28001,7011,NOTACCESSIBLE,BUS
KEOLIS_4926_2,KEOLIS,102,Centraal Station,2,"Almelo, Station - Ziekenhuis",4926,26,ACCESSIBLE,BUS
ARR_28254_1,ARR,2573,Grou-Jirnsum Station,1,"Jirnsum, Douwemastrjitte - Grou, Station",28254,8381,NOTACCESSIBLE,BUS
CXX_L023_1,CXX,L02315897,Boxmeer Station,1,Helmond Station - Boxmeer Station,L023,23,ACCESSIBLE,BUS
CXX_L276_1,CXX,L27626882,Achel,1,Valkenswaard - Achel,L276,276,NOTACCESSIBLE,BUS
CXX_L276_2,CXX,L27616219,Valkenswaard,2,Valkenswaard - Achel,L276,276,NOTACCESSIBLE,BUS
ARR_25789_1,ARR,5668,Horst,1,Lottum - Evertsoord,25789,789,UNKNOWN,BUS
ARR_25789_2,ARR,5542,Evertsoord,2,Lottum - Evertsoord,25789,789,UNKNOWN,BUS
CXX_L023_2,CXX,L023160642,Helmond Station via Milheeze,2,Helmond Station - Boxmeer Station,L023,23,ACCESSIBLE,BUS
ARR_28361_2,ARR,2546,Elahuizen,2,"Elahuizen - Hemelum, Flinkeboskje",28361,9523,NOTACCESSIBLE,BUS
ARR_28361_1,ARR,1725,Hemelum Flinkeboskje,1,"Elahuizen - Hemelum, Flinkeboskje",28361,9523,NOTACCESSIBLE,BUS
CXX_N063_1,CXX,N06302943,Assendelft  Kerkbuurt,1,Zaandam Station - Assendelft Festina Lente,N063,63,ACCESSIBLE,BUS
ARR_17075_2,ARR,1982,Station,2,Station via Ridderveld Oost en West - Station,17075,1,UNKNOWN,BUS
CXX_N063_2,CXX,N06302994,Zaandam Station,2,Zaandam Station - Assendelft Festina Lente,N063,63,ACCESSIBLE,BUS
CXX_Z210_1,CXX,Z21002625,Hulst Busstation,1,Terneuzen - Hulst,Z210,210,ACCESSIBLE,BUS
ARR_28134_1,ARR,2673,Oentsjerk Heemstrastate,1,Munein - Oentsjerk,28134,7501,NOTACCESSIBLE,BUS
GVB_285_2,GVB,NCS,Centraal Station,2,Centraal Station - Gein,285,N85,ACCESSIBLE,BUS
ARR_28134_2,ARR,2647,Munein,2,Munein - Oentsjerk,28134,7501,NOTACCESSIBLE,BUS
CXX_Z210_2,CXX,Z21002760,Terneuzen Ziekenhuis,2,Terneuzen - Hulst,Z210,210,ACCESSIBLE,BUS
GVB_285_1,GVB,NGEN,Gein,1,Centraal Station - Gein,285,N85,ACCESSIBLE,BUS
ARR_26040_1,ARR,5371,Heerlen Station,1,Heerlen via Hoensbroek - Sittard,26040,40,UNKNOWN,BUS
RET_205_1,RET,CPB-----,Capelsebrug,1,Capelsebrug - Krimpen a/d IJssel,205,98,UNKNOWN,BUS
ARR_26040_2,ARR,5589,Sittard Station,2,Heerlen via Hoensbroek - Sittard,26040,40,UNKNOWN,BUS
ARR_28001_2,ARR,2500,Aalsum,2,"Aalsum - Dokkum, Busstation",28001,7011,NOTACCESSIBLE,BUS
QBUZZ_m489_2,QBUZZ,3344,Nieuw-Lekkerland via Kinderdijk,2,R'dam Kral. Zoom - Alblasserdam - Nieuw-Lekkerland,m489,489,ACCESSIBLE,BUS
QBUZZ_m489_1,QBUZZ,3366,Rotterdam Kralingse Zoom,1,R'dam Kral. Zoom - Alblasserdam - Nieuw-Lekkerland,m489,489,ACCESSIBLE,BUS
CXX_H133_2,CXX,H13300450,Hoorn Station,2,Hoorn Station - Wognum - Opmeer - Hoogwoud,H133,133,ACCESSIBLE,BUS
ARR_6263_1,ARR,6043,Maurik,1,Maurik - Beusichem,6263,263,UNKNOWN,BUS
CXX_H133_1,CXX,H13302898,Hoogwoud Raadhuisstraat,1,Hoorn Station - Wognum - Opmeer - Hoogwoud,H133,133,ACCESSIBLE,BUS
ARR_6263_2,ARR,6032,Beusichem,2,Maurik - Beusichem,6263,263,UNKNOWN,BUS
RET_182_1,RET,SSDM----,Station Schiedam Centrum,1,Hof van Spaland - Woudhoek,182,52,UNKNOWN,BUS
AVV_100704_2,AVV,1775,Aachen Bushof (weiter als Li. N4),2,,100704,N4,UNKNOWN,BUS
AVV_100704_1,AVV,1774,Nachtexpress Vaals,1,,100704,N4,UNKNOWN,BUS
ARR_28308_2,ARR,2719,Tjalhuizum,2,"Tjalhuizum - Sneek, Busstation",28308,8911,NOTACCESSIBLE,BUS
ARR_28308_1,ARR,1723,Sneek Busstation,1,"Tjalhuizum - Sneek, Busstation",28308,8911,NOTACCESSIBLE,BUS
ARR_22204_2,ARR,9227,Schijndel,2,Best - Schijndel,22204,204,UNKNOWN,BUS
ARR_22204_1,ARR,9229,Best,1,Best - Schijndel,22204,204,UNKNOWN,BUS
KEOLIS_5702_1,KEOLIS,5015,Nieuwland,1,Station - Nieuwland (Amersfoort),5702,2,ACCESSIBLE,BUS
ARR_51062_1,ARR,1843,Buitenpost,1,Buitenpost - Leeuwarden,51062,62,UNKNOWN,BUS
KEOLIS_5702_2,KEOLIS,5006,Centraal Station via Meander MC,2,Station - Nieuwland (Amersfoort),5702,2,ACCESSIBLE,BUS
ARR_51062_2,ARR,2340,Feanwâlden,2,Buitenpost - Leeuwarden,51062,62,UNKNOWN,BUS
ARR_16612_2,ARR,3015,Herman Bekius,2,Lelystad Haven - Herman Bekius School,16612,612,UNKNOWN,BUS
CXX_A057_2,CXX,A05701120,Wageningen,2,Wageningen - Heteren - Arnhem,A057,57,NOTACCESSIBLE,BUS
ARR_16612_1,ARR,3014,Monnickendamstr,1,Lelystad Haven - Herman Bekius School,16612,612,UNKNOWN,BUS
AVV_100084_2,AVV,1986,Monschau Parkhaus,2,,100084,84,UNKNOWN,BUS
CXX_A057_1,CXX,A05729846,Heteren Polderstraat,1,Wageningen - Heteren - Arnhem,A057,57,NOTACCESSIBLE,BUS
ARR_28387_1,ARR,1745,Harlingen Station,1,Midlum - Harlingen Station,28387,8281,NOTACCESSIBLE,BUS
ARR_28387_2,ARR,2818,Midlum,2,Midlum - Harlingen Station,28387,8281,NOTACCESSIBLE,BUS
AVV_100084_1,AVV,2008,Imgenbroich Bushof,1,,100084,84,UNKNOWN,BUS
CXX_Z606_2,CXX,Z60602738,Sas van Gent Suikerplein,2,Sas van Gent - Terneuzen,Z606,606,NOTACCESSIBLE,BUS
ARR_28032_2,ARR,2696,Reitsum,2,"Reitsum - Dokkum, Sionsberg",28032,7112,NOTACCESSIBLE,BUS
QBUZZ_u127_2,QBUZZ,2765,Kockengen,2,Vleuten - Kockengen,u127,127,ACCESSIBLE,BUS
CXX_Z606_1,CXX,Z60602760,Terneuzen Ziekenhuis,1,Sas van Gent - Terneuzen,Z606,606,NOTACCESSIBLE,BUS
ARR_6067_2,ARR,6050,Zaltbommel,2,Kerkdriel - Zaltbommel,6067,67,UNKNOWN,BUS
QBUZZ_u127_1,QBUZZ,2643,Vleuten Station,1,Vleuten - Kockengen,u127,127,ACCESSIBLE,BUS
ARR_28032_1,ARR,2532,Dokkum Sionsberg,1,"Reitsum - Dokkum, Sionsberg",28032,7112,NOTACCESSIBLE,BUS
QBUZZ_d022_2,QBUZZ,282,Emmen,2,Zweeloo - Assen,d022,22,ACCESSIBLE,BUS
QBUZZ_d022_1,QBUZZ,218,Assen,1,Zweeloo - Assen,d022,22,ACCESSIBLE,BUS
ARR_6067_1,ARR,6072,Kerkdriel,1,Kerkdriel - Zaltbommel,6067,67,UNKNOWN,BUS
DELIJN_72567_2,DELIJN,677c98c521,Hasselt Station perron 10,2,Hasselt - Bilzen - Maastricht,72567,20a,UNKNOWN,BUS
DELIJN_72567_1,DELIJN,1fe3666703,Maastricht Station perron D,1,Hasselt - Bilzen - Maastricht,72567,20a,UNKNOWN,BUS
CXX_L010_1,CXX,L01015928,Eindhoven Station,1,Oirschot Kazerne - Eindhoven Station,L010,10,ACCESSIBLE,BUS
ARR_23117_2,ARR,9437,Fijnaart,2,Breda via Zevenbergen - Fijnaart,23117,117,UNKNOWN,BUS
ARR_28450_2,ARR,2709,Smalle Ee,2,"Smalle Ee - Drachten, Transferium Oost",28450,6171,NOTACCESSIBLE,BUS
ARR_23117_1,ARR,9804,Breda,1,Breda via Zevenbergen - Fijnaart,23117,117,UNKNOWN,BUS
RET_182_2,RET,SDWH----,Woudhoek,2,Hof van Spaland - Woudhoek,182,52,UNKNOWN,BUS
ARR_28450_1,ARR,2302,Drachten Transferium,1,"Smalle Ee - Drachten, Transferium Oost",28450,6171,NOTACCESSIBLE,BUS
RET_641_1,RET,BRIDZA--,Ridderkerk 't Zand,1,Zuidplein - Ridderkerk Drievliet,641,146,UNKNOWN,BUS
CXX_L010_2,CXX,L01010951,Oirschot Kazerne,2,Oirschot Kazerne - Eindhoven Station,L010,10,ACCESSIBLE,BUS
ARR_28298_2,ARR,2604,Itens Hervormde Kerk,2,"Itens, Hervormde Kerk - Sneek, Busstation",28298,8851,NOTACCESSIBLE,BUS
ARR_28165_2,ARR,1752,Oudebildtzijl,2,Oudebildtzijl - Stiens,28165,7901,NOTACCESSIBLE,BUS
ARR_28165_1,ARR,2428,Stiens Wythusterwei,1,Oudebildtzijl - Stiens,28165,7901,NOTACCESSIBLE,BUS
RET_641_2,RET,BZPLSD--,Zuidplein (Sneldienst),2,Zuidplein - Ridderkerk Drievliet,641,146,UNKNOWN,BUS
AVV_100900_2,AVV,1737,Schleckheim (weiter als Li. 65),2,,100900,E,UNKNOWN,BUS
AVV_100900_1,AVV,1565,Ponttor,1,,100900,E,UNKNOWN,BUS
CXX_H409_2,CXX,H40902910,Obdam Station,2,Obdam - Ursem - Heerhugowaard,H409,409,NOTACCESSIBLE,BUS
CXX_H409_1,CXX,H40900614,Heerhugowaard NS,1,Obdam - Ursem - Heerhugowaard,H409,409,NOTACCESSIBLE,BUS
ARR_28045_1,ARR,2673,Oentsjerk Heemstrastate,1,Wanswert - Oentsjerk,28045,7143,NOTACCESSIBLE,BUS
ARR_28298_1,ARR,1723,Sneek Busstation,1,"Itens, Hervormde Kerk - Sneek, Busstation",28298,8851,NOTACCESSIBLE,BUS
ARR_26053_2,ARR,5338,Geleen,2,Hoensbroek via Schinnen - Geleen,26053,53,UNKNOWN,BUS
ARR_26053_1,ARR,5376,Hoensbroek,1,Hoensbroek via Schinnen - Geleen,26053,53,UNKNOWN,BUS
ARR_28570_1,ARR,2302,Drachten Transferium,1,"Frieschepalen - Drachten, Transferium Oost",28570,6611,NOTACCESSIBLE,BUS
ARR_28570_2,ARR,2441,Frieschepalen,2,"Frieschepalen - Drachten, Transferium Oost",28570,6611,NOTACCESSIBLE,BUS
ARR_26201_2,ARR,5826,Bleijerheide,2,Hoensbroek via Heerlen - Bleijerheide,26201,1,UNKNOWN,BUS
CXX_L406_2,CXX,L40646725,Ekkersrijt,2,Son - Ekkersrijt - Eindhoven Station,L406,406,ACCESSIBLE,BUS
ARR_26201_1,ARR,5384,Hoensbroek,1,Hoensbroek via Heerlen - Bleijerheide,26201,1,UNKNOWN,BUS
CXX_L406_1,CXX,L40615928,Eindhoven Station,1,Son - Ekkersrijt - Eindhoven Station,L406,406,ACCESSIBLE,BUS
ARR_28178_1,ARR,1710,Franeker Station,1,"Peins - Franeker, Station",28178,7963,NOTACCESSIBLE,BUS
ARR_28178_2,ARR,2681,Peins,2,"Peins - Franeker, Station",28178,7963,NOTACCESSIBLE,BUS
RET_983_2,RET,BKZMKZZW,Kralingse Zoom via Keize,2,Zuidplein - Barendrecht - Kralingse Zoom,983,283,UNKNOWN,BUS
RET_983_1,RET,ZP------,Zuidplein,1,Zuidplein - Barendrecht - Kralingse Zoom,983,283,UNKNOWN,BUS
CXX_Z583_2,CXX,Z58342973,Westkapelle Zuidstraat,2,Westkapelle - Veere,Z583,583,NOTACCESSIBLE,BUS
CXX_Z583_1,CXX,Z58336147,Veere Nieuw-Sandenburgh,1,Westkapelle - Veere,Z583,583,NOTACCESSIBLE,BUS
ARR_28241_2,ARR,2795,Spannum Centrum,2,"Spannum - Winsum, Busstation",28241,8261,NOTACCESSIBLE,BUS
ARR_28241_1,ARR,1836,Winsum Busstation,1,"Spannum - Winsum, Busstation",28241,8261,NOTACCESSIBLE,BUS
