Line,DataOwnerCode,DestinationCode,DestinationName50,LineDirection,LineName,LinePlanningNumber,LinePublicNumber,LineWheelchairAccessible,TransportType
ARR_17018_1,ARR,1935,Leiden Centraal,1,Leiden Centraal - Oegstgeest Haaswijk,17018,8,UNKNOWN,BUS
GVB_281_2,GVB,NCS,Centraal Station,2,Centraal Station - Station Sloterdijk,281,N81,ACCESSIBLE,BUS
ARR_28365_2,ARR,2597,Indijk,2,"Indijk - Woudsend, Centrum",28365,9541,NOTACCESSIBLE,BUS
ARR_28365_1,ARR,2741,Woudsend Centrum,1,"Indijk - Woudsend, Centrum",28365,9541,NOTACCESSIBLE,BUS
GVB_281_1,GVB,NSLD,Station Sloterdijk,1,Centraal Station - Station Sloterdijk,281,N81,ACCESSIBLE,BUS
ARR_25073_1,ARR,5648,Roermond,1,Roermond - Weert,25073,73,UNKNOWN,BUS
CXX_N294_1,CXX,N29423592,Krommenie Station,1,Amsterdam Leidseplein - Zaandam/Krommenie,N294,N94,ACCESSIBLE,BUS
QBUZZ_g310_2,QBUZZ,690,Station,2,Veendam - Gieten - Assen,g310,310,ACCESSIBLE,BUS
QBUZZ_g310_1,QBUZZ,217,Assen,1,Veendam - Gieten - Assen,g310,310,ACCESSIBLE,BUS
ARR_25073_2,ARR,5709,Weert,2,Roermond - Weert,25073,73,UNKNOWN,BUS
AVV_100147_1,AVV,1484,Merkstein August-Schmidt-Platz,1,,100147,147,UNKNOWN,BUS
AVV_100147_2,AVV,1485,Schnellbus Aachen Bushof,2,,100147,147,UNKNOWN,BUS
ARR_28005_2,ARR,2675,Oostrum,2,"Oostrum - Dokkum, Busstation",28005,7031,NOTACCESSIBLE,BUS
ARR_28005_1,ARR,1706,Dokkum Busstation,1,"Oostrum - Dokkum, Busstation",28005,7031,NOTACCESSIBLE,BUS
AVV_100983_1,AVV,2042,Erkensruhr Finkenauel,1,,100983,83V,UNKNOWN,BUS
AVV_100521_2,AVV,1533,Lintert Friedhof,2,21ALT,100521,21AL,UNKNOWN,BUS
CXX_N067_1,CXX,N06702994,Zaandam Station,1,Wormerveer Station - Zaandam Station,N067,67,ACCESSIBLE,BUS
AVV_100521_1,AVV,1532,Fuchserde,1,21ALT,100521,21AL,UNKNOWN,BUS
CXX_N067_2,CXX,N06702965,Wormerveer Station,2,Wormerveer Station - Zaandam Station,N067,67,ACCESSIBLE,BUS
AVV_100983_2,AVV,2010,Monschau Gymnasium,2,,100983,83V,UNKNOWN,BUS
ARR_28334_1,ARR,1703,Bolsward Busstation,1,"Schettens - Bolsward, Busstation Twibaksdyk",28334,9171,NOTACCESSIBLE,BUS
ARR_25060_1,ARR,5661,Echt,1,Echt - Maria Hoop,25060,60,UNKNOWN,BUS
ARR_28334_2,ARR,2703,Schettens,2,"Schettens - Bolsward, Busstation Twibaksdyk",28334,9171,NOTACCESSIBLE,BUS
ARR_25060_2,ARR,5757,Maria Hoop,2,Echt - Maria Hoop,25060,60,UNKNOWN,BUS
ARR_28169_2,ARR,2507,Nij Altoenae,2,Nij Altoenae - Sint Annaparochie,28169,7921,NOTACCESSIBLE,BUS
ARR_28169_1,ARR,2506,St. Annaparochie,1,Nij Altoenae - Sint Annaparochie,28169,7921,NOTACCESSIBLE,BUS
CXX_X569_1,CXX,X56948827,Middelaar,1,Malden Schoolstraat - Middelaar Gemeenschapshuis,X569,569,NOTACCESSIBLE,BUS
CXX_X569_2,CXX,X56919090,Malden,2,Malden Schoolstraat - Middelaar Gemeenschapshuis,X569,569,NOTACCESSIBLE,BUS
ARR_6267_1,ARR,6072,Kerkdriel,1,Hedel - Zaltbommel,6267,267,UNKNOWN,BUS
ARR_28232_1,ARR,2643,Mantgum Station,1,"Easterwierrum - Mantgum, Station",28232,8191,NOTACCESSIBLE,BUS
ARR_6267_2,ARR,6051,Zaltbommel,2,Hedel - Zaltbommel,6267,267,UNKNOWN,BUS
ARR_26606_2,ARR,5377,Heerlen,2,Kerkrade via Eygelshoven - Zuyd Hogeschool,26606,606,UNKNOWN,BUS
AVV_100708_1,AVV,1683,Aachen Bushof (weiter als Li. N5),1,,100708,N8,UNKNOWN,BUS
ARR_28530_1,ARR,2324,Wolvega Station,1,"Scherpenzeel - Wolvega, Station",28530,6421,NOTACCESSIBLE,BUS
ARR_28530_2,ARR,2714,Scherpenzeel Centrum,2,"Scherpenzeel - Wolvega, Station",28530,6421,NOTACCESSIBLE,BUS
RET_5_1,RET,SZD-----,Station Zuid,1,Overschie - Station Zuid,5,32,UNKNOWN,BUS
CXX_F947_2,CXX,F94729643,Dronten Station,2,Pendeldienst: Dronten Station - Dronten Melisse,F947,947,NOTACCESSIBLE,BUS
CXX_F947_1,CXX,F94700884,Dronten Melisse,1,Pendeldienst: Dronten Station - Dronten Melisse,F947,947,NOTACCESSIBLE,BUS
ARR_28112_2,ARR,2742,Wetsens,2,"Wetsens - Dokkum, Busstation",28112,7371,NOTACCESSIBLE,BUS
RET_5_2,RET,OVSC----,Overschie,2,Overschie - Station Zuid,5,32,UNKNOWN,BUS
ARR_28112_1,ARR,1706,Dokkum Busstation,1,"Wetsens - Dokkum, Busstation",28112,7371,NOTACCESSIBLE,BUS
AVV_100080_2,AVV,1421,Uniklinik,2,,100080,80,UNKNOWN,BUS
CXX_F110_1,CXX,F110013361,Weesp via Muiden P+R ,1,Bussum - Weesp,F110,110,ACCESSIBLE,BUS
CXX_F110_2,CXX,F11001274,Bussum Station,2,Bussum - Weesp,F110,110,ACCESSIBLE,BUS
AVV_100080_1,AVV,1734,Kohlscheid Markt,1,,100080,80,UNKNOWN,BUS
ARR_26057_2,ARR,5859,Gulpen,2,Maastricht via Epen - Gulpen,26057,57,UNKNOWN,BUS
ARR_26057_1,ARR,5256,Maastricht,1,Maastricht via Epen - Gulpen,26057,57,UNKNOWN,BUS
ARR_28587_1,ARR,1706,Dokkum Busstation,1,"Dokkum, Woudpoort - Dokkum, Busstation",28587,9661,NOTACCESSIBLE,BUS
AVV_100027_2,AVV,1490,Brand,2,,100027,27,UNKNOWN,BUS
CXX_A004_1,CXX,A00400998,Het Duifje,1,Wkc Kronenburg - Het Duifje,A004,4,ACCESSIBLE,BUS
ARR_28587_2,ARR,2456,Dokkum Woudpoort,2,"Dokkum, Woudpoort - Dokkum, Busstation",28587,9661,NOTACCESSIBLE,BUS
AVV_100027_1,AVV,1566,Kohlscheid Bank,1,,100027,27,UNKNOWN,BUS
CXX_A004_2,CXX,A00401003,Kronenburg,2,Wkc Kronenburg - Het Duifje,A004,4,ACCESSIBLE,BUS
CXX_Z053_2,CXX,Z05302685,Middelburg Station,2,Middelburg - Domburg,Z053,53,ACCESSIBLE,BUS
CXX_Z053_1,CXX,Z05302568,Domburg Schuitvlotstraat,1,Middelburg - Domburg,Z053,53,ACCESSIBLE,BUS
EBS_1305_1,EBS,1821,De Rijp Purmerend,1,Amsterdam Centraal-Purmerend-De Rijp,1305,305,ACCESSIBLE,BUS
EBS_1305_2,EBS,1806,Amsterdam Centraal,2,Amsterdam Centraal-Purmerend-De Rijp,1305,305,ACCESSIBLE,BUS
ARR_8651_1,ARR,8024,Doetinchem,1,Zutphen via Vorden - Doetinchem,8651,651,UNKNOWN,BUS
ARR_8651_2,ARR,8000,Doetinchem,2,Zutphen via Vorden - Doetinchem,8651,651,UNKNOWN,BUS
ARR_28245_2,ARR,2686,Reduzum,2,"Reduzum - Grou, Station",28245,8321,NOTACCESSIBLE,BUS
ARR_28245_1,ARR,2573,Grou-Jirnsum Station,1,"Reduzum - Grou, Station",28245,8321,NOTACCESSIBLE,BUS
GVB_19_2,GVB,SLD,Station Sloterdijk,2,Station Sloterdijk - Diemen Sniep,19,19,ACCESSIBLE,TRAM
GVB_19_1,GVB,DMSS,Diemen Sniep,1,Station Sloterdijk - Diemen Sniep,19,19,ACCESSIBLE,TRAM
CXX_L402_2,CXX,L40216717,Veldhoven Sondervick,2,Veldhoven Zonderwijk - Eindhoven Station,L402,402,ACCESSIBLE,BUS
CXX_L402_1,CXX,L40215928,Eindhoven Station,1,Veldhoven Zonderwijk - Eindhoven Station,L402,402,ACCESSIBLE,BUS
AVV_100103_2,AVV,1867,Ponttor - Hauptbahnhof - Schanz - Uniklinik,2,,100103,3B,UNKNOWN,BUS
AVV_100103_1,AVV,7f104c7907,Bus,1,,100103,3B,UNKNOWN,BUS
EBS_3043_1,EBS,3029,Leiden Centraal,1,Den Haag Centraal - Wassenaar - Leiden Centraal,3043,43,ACCESSIBLE,BUS
ARR_28049_2,ARR,2509,Burdaard Jislumerdyk,2,Burdaard - Oentsjerk,28049,7153,NOTACCESSIBLE,BUS
CXX_H004_1,CXX,H00400575,Daalmeer Rietschoot,1,Alkmaar Station - Vroonermeer - Daalmeer,H004,4,ACCESSIBLE,BUS
ARR_25798_2,ARR,5886,Blitterswijck,2,Merselo - Blitterswijck,25798,798,UNKNOWN,BUS
CXX_H004_2,CXX,H00400570,Station,2,Alkmaar Station - Vroonermeer - Daalmeer,H004,4,ACCESSIBLE,BUS
ARR_28049_1,ARR,2673,Oentsjerk Heemstrastate,1,Burdaard - Oentsjerk,28049,7153,NOTACCESSIBLE,BUS
ARR_25798_1,ARR,5602,Merselo,1,Merselo - Blitterswijck,25798,798,UNKNOWN,BUS
EBS_3043_2,EBS,3034,Den Haag Centraal,2,Den Haag Centraal - Wassenaar - Leiden Centraal,3043,43,ACCESSIBLE,BUS
QBUZZ_m010_2,QBUZZ,3163,Energiehuis P+R,2,Dordrecht CS - Binnenstad,m010,10,ACCESSIBLE,BUS
ARR_28084_1,ARR,2636,Lauwersoog Veerhaven,1,"Moddergat - Lauwersoog, Veerhaven",28084,7273,NOTACCESSIBLE,BUS
ARR_28084_2,ARR,2641,Moddergat,2,"Moddergat - Lauwersoog, Veerhaven",28084,7273,NOTACCESSIBLE,BUS
ARR_8023_1,ARR,8020,Borculo,1,Borculo - Doetinchem,8023,23,UNKNOWN,BUS
ARR_8023_2,ARR,8000,Doetinchem,2,Borculo - Doetinchem,8023,23,UNKNOWN,BUS
QBUZZ_g073_1,QBUZZ,506,Stadskanaal,1,Emmen - Ter Apel - Stadskanaal,g073,73,ACCESSIBLE,BUS
QBUZZ_g073_2,QBUZZ,282,Emmen,2,Emmen - Ter Apel - Stadskanaal,g073,73,ACCESSIBLE,BUS
ARR_28227_1,ARR,1836,Winsum Busstation,1,"Baard - Winsum, Busstation",28227,8162,NOTACCESSIBLE,BUS
ARR_22703_1,ARR,9146,Rosmalen,1,Rosmalen - Centraal Station,22703,3,UNKNOWN,BUS
ARR_22703_2,ARR,9200,Centraal Station,2,Rosmalen - Centraal Station,22703,3,UNKNOWN,BUS
ARR_28227_2,ARR,2508,Baerd,2,"Baard - Winsum, Busstation",28227,8162,NOTACCESSIBLE,BUS
CXX_L009_1,CXX,L00915928,Eindhoven Station,1,Best Station - Eindhoven Station,L009,9,ACCESSIBLE,BUS
QBUZZ_m010_1,QBUZZ,3023,Station,1,Dordrecht CS - Binnenstad,m010,10,ACCESSIBLE,BUS
CXX_L009_2,CXX,L00905860,Best Station,2,Best Station - Eindhoven Station,L009,9,ACCESSIBLE,BUS
CXX_F003_1,CXX,F00301303,Hilversum Station,1,Hilversum Station - Tergooi Ziekenhuis,F003,3,ACCESSIBLE,BUS
EBS_3456_2,EBS,3006,Leyenburg,2,Den Haag Leyenburg - Naaldwijk - Schiedam,3456,456,ACCESSIBLE,BUS
CXX_L401_2,CXX,L40115916,Airport,2,Eindhoven Airport - Eindhoven Station,L401,401,ACCESSIBLE,BUS
HTM_26_2,HTM,126;126,Station Voorburg,2,Lijn 26: Kijkduin - Voorburg Station,26,26,UNKNOWN,BUS
HTM_26_1,HTM,580;580,Den Haag Kijkduin,1,Lijn 26: Kijkduin - Voorburg Station,26,26,UNKNOWN,BUS
EBS_3456_1,EBS,3069,Schiedam via Naaldwijk,1,Den Haag Leyenburg - Naaldwijk - Schiedam,3456,456,ACCESSIBLE,BUS
ARR_28347_1,ARR,1748,Kop Afsluitdijk,1,"Wons, Salverdastraat - Kop Afsluitdijk",28347,9322,NOTACCESSIBLE,BUS
ARR_28347_2,ARR,2749,Wons Salverdastraat,2,"Wons, Salverdastraat - Kop Afsluitdijk",28347,9322,NOTACCESSIBLE,BUS
RET_22_2,RET,BWOVIGRL,Woudhoek via 's-Gravelan,2,Woudhoek - Station Schiedam Centrum,22,53,UNKNOWN,BUS
CXX_A555_1,CXX,A55542790,Zevenaar Tol,1,Aerdt - Zevenaar - Groot Holthuizen,A555,555,NOTACCESSIBLE,BUS
RET_22_1,RET,SSDM----,Station Schiedam Centrum,1,Woudhoek - Station Schiedam Centrum,22,53,UNKNOWN,BUS
CXX_A555_2,CXX,A55504753,Aerdt,2,Aerdt - Zevenaar - Groot Holthuizen,A555,555,NOTACCESSIBLE,BUS
GVB_246_1,GVB,SHZ,Schiphol Zuid,1,Borneolaan - Schiphol Zuid,246,246,ACCESSIBLE,BUS
ARR_28280_1,ARR,1787,Joure Busstation,1,"Oldeouwer - Joure, Busstation",28280,8661,NOTACCESSIBLE,BUS
ARR_28280_2,ARR,2666,Oldeouwer,2,"Oldeouwer - Joure, Busstation",28280,8661,NOTACCESSIBLE,BUS
CXX_L401_1,CXX,L40115928,Eindhoven Station,1,Eindhoven Airport - Eindhoven Station,L401,401,ACCESSIBLE,BUS
ARR_6641_1,ARR,6063,Eck en Wiel,1,Lienden/Eck en Wiel - Culemborg,6641,641,UNKNOWN,BUS
ARR_6641_2,ARR,6060,Culemborg,2,Lienden/Eck en Wiel - Culemborg,6641,641,UNKNOWN,BUS
ARR_23130_2,ARR,9465,Gilze,2,Breda via Rijen - Gilze,23130,130,UNKNOWN,BUS
GVB_49_2,GVB,SBA,Station Bijlmer ArenA,2,Station Bijlmer ArenA - Station Weesp,49,49,ACCESSIBLE,BUS
ARR_23130_1,ARR,9370,Centraal Station,1,Breda via Rijen - Gilze,23130,130,UNKNOWN,BUS
GVB_49_1,GVB,SWP,Station Weesp,1,Station Bijlmer ArenA - Station Weesp,49,49,ACCESSIBLE,BUS
ARR_28543_2,ARR,3052,Bakhuizen,2,"Bakhuizen - Balk, Harich Rotonde",28543,9549,NOTACCESSIBLE,BUS
ARR_28543_1,ARR,1799,Balk Harich Rotonde,1,"Bakhuizen - Balk, Harich Rotonde",28543,9549,NOTACCESSIBLE,BUS
ARR_28107_1,ARR,2532,Dokkum Sionsberg,1,"Ternaard, Stationsweg - Dokkum, Sionsberg",28107,7352,NOTACCESSIBLE,BUS
ARR_28107_2,ARR,2727,Ternaard Stationsweg,2,"Ternaard, Stationsweg - Dokkum, Sionsberg",28107,7352,NOTACCESSIBLE,BUS
QBUZZ_d092_1,QBUZZ,282,Emmen,1,Emmen - Emmercompascuum - Zwartemeer,d092,92,ACCESSIBLE,BUS
ARR_51320_1,ARR,1721,Leeuwarden,1,Leeuwarden via Drachten - Heerenveen,51320,320,UNKNOWN,BUS
QBUZZ_d092_2,QBUZZ,293,Emmen via Klazienaveen,2,Emmen - Emmercompascuum - Zwartemeer,d092,92,ACCESSIBLE,BUS
RET_35_1,RET,GRHG----,Keizerswaard,1,Charlois - Keizerswaard,35,70,UNKNOWN,BUS
ARR_51320_2,ARR,2372,Heerenveen,2,Leeuwarden via Drachten - Heerenveen,51320,320,UNKNOWN,BUS
RET_35_2,RET,BCHARL--,Charlois,2,Charlois - Keizerswaard,35,70,UNKNOWN,BUS
ARR_51048_2,ARR,1722,Heerenveen,2,Lemmer - Heerenveen,51048,48,UNKNOWN,BUS
ARR_28303_2,ARR,2688,Reahus,2,"Reahus - Wommels, Provinciale weg",28303,8872,NOTACCESSIBLE,BUS
ARR_51048_1,ARR,2790,Lemmer,1,Lemmer - Heerenveen,51048,48,UNKNOWN,BUS
ARR_28303_1,ARR,1882,Wommels Provinciale weg,1,"Reahus - Wommels, Provinciale weg",28303,8872,NOTACCESSIBLE,BUS
QBUZZ_u064_2,QBUZZ,2686,Vianen Lekbrug,2,Vianen Lekbrug - De Biezen,u064,64,ACCESSIBLE,BUS
GVB_36_1,GVB,SND,Station Noord,1,Station Sloterdijk - Station Noord,36,36,ACCESSIBLE,BUS
QBUZZ_u064_1,QBUZZ,2736,Vianen De Biezen,1,Vianen Lekbrug - De Biezen,u064,64,ACCESSIBLE,BUS
GVB_36_2,GVB,SLD,Station Sloterdijk,2,Station Sloterdijk - Station Noord,36,36,ACCESSIBLE,BUS
ARR_16006_1,ARR,3003,Station Centrum,1,Station - Duinbeek,16006,6,ACCESSIBLE,BUS
ARR_16006_2,ARR,3021,Duinbeek,2,Station - Duinbeek,16006,6,ACCESSIBLE,BUS
QBUZZ_m023_1,QBUZZ,3037,P+R Weeskinderendijk,1,Parkeerpendel Weeskinderendijk P+R - Centrum,m023,23,ACCESSIBLE,BUS
AVV_100548_1,AVV,1561,Eschweiler Bushof,1,48ALT,100548,48AL,UNKNOWN,BUS
AVV_100548_2,AVV,1673,Eschweiler Hauptbahnhof,2,48ALT,100548,48AL,UNKNOWN,BUS
ARR_28467_2,ARR,2731,Terwispel de Streek,2,"Terwispel, Dorp - Gorredijk, Busstation",28467,6221,NOTACCESSIBLE,BUS
ARR_28467_1,ARR,2374,Gorredijk Busstation,1,"Terwispel, Dorp - Gorredijk, Busstation",28467,6221,NOTACCESSIBLE,BUS
GVB_901_2,GVB,BSW,Buiksloterweg,2,Buiksloterweg - Centraal Station,901,F3,ACCESSIBLE,BOAT
CXX_Z645_1,CXX,Z64513462,Krabbendijke Westelijke Parallelweg,1,Terneuzen - Krabbendijke,Z645,645,NOTACCESSIBLE,BUS
GVB_901_1,GVB,CS,Centraal Station,1,Buiksloterweg - Centraal Station,901,F3,ACCESSIBLE,BOAT
CXX_M149_1,CXX,M14901266,Amstelveen Amstelveen Busstation,1,FLEX: Uithoorn Busstation - Amstelveen Busstation,M149,FLEX,ACCESSIBLE,BUS
EBS_3060_1,EBS,3082,Nootdorp Metro,1,Station Delft - Nootdorp Metro,3060,60,ACCESSIBLE,BUS
ARR_51573_2,ARR,2428,Stiens,2,Stiens - Oudebildtzijl v.v.,51573,573,UNKNOWN,BUS
EBS_3060_2,EBS,3008,Station,2,Station Delft - Nootdorp Metro,3060,60,ACCESSIBLE,BUS
CXX_Z645_2,CXX,Z64502588,Goes Station,2,Terneuzen - Krabbendijke,Z645,645,NOTACCESSIBLE,BUS
AVV_100045_1,AVV,1655,Brand Schulzentrum,1,,100045,45,UNKNOWN,BUS
AVV_100045_2,AVV,1421,Uniklinik,2,,100045,45,UNKNOWN,BUS
ARR_28160_1,ARR,1721,Leeuwarden Busstation,1,"Warten, Hoofdstraat - Leeuwarden, Station",28160,7781,NOTACCESSIBLE,BUS
CXX_X083_2,CXX,X08301096,Nijmegen CS,2,Nijmegen CS - Gennep - Venlo Station,X083,83,ACCESSIBLE,BUS
CXX_X083_1,CXX,X08316223,Venlo Station,1,Nijmegen CS - Gennep - Venlo Station,X083,83,ACCESSIBLE,BUS
CXX_M149_2,CXX,M14901433,Uithoorn Uithoorn Busstation,2,FLEX: Uithoorn Busstation - Amstelveen Busstation,M149,FLEX,ACCESSIBLE,BUS
ARR_28160_2,ARR,1720,Warten Hoofdstraat,2,"Warten, Hoofdstraat - Leeuwarden, Station",28160,7781,NOTACCESSIBLE,BUS
CXX_Z010_2,CXX,Z01002746,Terneuzen Busstation WST,2,Terneuzen - Hulst,Z010,10,ACCESSIBLE,BUS
KEOLIS_4921_2,KEOLIS,4109,Windmolenbroek,2,"Almelo, Station - Windmolenbroek",4921,21,ACCESSIBLE,BUS
KEOLIS_4921_1,KEOLIS,4110,Windmolenbroek via Ziekenhuis,1,"Almelo, Station - Windmolenbroek",4921,21,ACCESSIBLE,BUS
CXX_A083_2,CXX,A08309356,Station De Klomp,2,Veenendaal De Klomp - Station Centrum,A083,83,ACCESSIBLE,BUS
CXX_Z010_1,CXX,Z01002625,Hulst Busstation,1,Terneuzen - Hulst,Z010,10,ACCESSIBLE,BUS
CXX_A083_1,CXX,A083018031,Station Centrum via West,1,Veenendaal De Klomp - Station Centrum,A083,83,ACCESSIBLE,BUS
ARR_23633_2,ARR,9680,Waalwijk,2,Wijk en Aalburg - Waalwijk,23633,633,UNKNOWN,BUS
CXX_F149_1,CXX,F14908124,Nagele Domineesweg,1,Urk - Nagele,F149,149,NOTACCESSIBLE,BUS
CXX_F149_2,CXX,F14909166,Urk,2,Urk - Nagele,F149,149,NOTACCESSIBLE,BUS
ARR_23633_1,ARR,9697,Wijk en Aalburg,1,Wijk en Aalburg - Waalwijk,23633,633,UNKNOWN,BUS
ARR_28018_1,ARR,1786,Holwerd Provinciale weg,1,"Holwerd, Veerdam - Holwerd, Prov. weg",28018,7073,NOTACCESSIBLE,BUS
ARR_28191_1,ARR,2530,Deinum,1,"Hilaard - Deinum, Station",28191,8012,NOTACCESSIBLE,BUS
CXX_Z632_2,CXX,Z63203521,Zierikzee Busstation,2,Zierikzee - Middelharnis,Z632,632,ACCESSIBLE,BUS
ARR_28018_2,ARR,1740,Holwerd Veerdam Ameland,2,"Holwerd, Veerdam - Holwerd, Prov. weg",28018,7073,NOTACCESSIBLE,BUS
QBUZZ_a562_1,QBUZZ,415,Loppersum,1,Buurtbus Uithuizen - Loppersum,a562,562,ACCESSIBLE,BUS
ARR_28191_2,ARR,2583,Hilaard,2,"Hilaard - Deinum, Station",28191,8012,NOTACCESSIBLE,BUS
QBUZZ_a562_2,QBUZZ,538,Uithuizen,2,Buurtbus Uithuizen - Loppersum,a562,562,ACCESSIBLE,BUS
CXX_A511_2,CXX,A51104602,Scherpenzeel,2,Buurtbus Scherpenzeel - Barneveld,A511,511,NOTACCESSIBLE,BUS
CXX_A511_1,CXX,A51126445,Barneveld,1,Buurtbus Scherpenzeel - Barneveld,A511,511,NOTACCESSIBLE,BUS
CXX_Z569_1,CXX,Z56902685,Middelburg Station,1,"Middelburg, Station - Station",Z569,569,NOTACCESSIBLE,BUS
CXX_V622_2,CXX,V62202713,Poortvliet Zuidplantsoen,2,St.Maartensdijk - Sommlesdijk,V622,622,ACCESSIBLE,BUS
CXX_X004_2,CXX,X00416110,Aldenhof,2,Nijmegen Aldenhof - Dukenburg - Lindenholt Oost,X004,4,ACCESSIBLE,BUS
CXX_X004_1,CXX,X00431784,Lindenholt-Oost,1,Nijmegen Aldenhof - Dukenburg - Lindenholt Oost,X004,4,ACCESSIBLE,BUS
ARR_28214_1,ARR,1806,Harlingen Zorgplein,1,"Achlum, Jonkerschap - Harlingen, Zorgplein",28214,8104,NOTACCESSIBLE,BUS
CXX_Z436_2,CXX,Z43602458,Stellendam Busstation,2,Ouddorp-Rotterdam,Z436,436,ACCESSIBLE,BUS
KEOLIS_6326_2,KEOLIS,6111,Almere Stad Station Centrum,2,Lijn 326 Almere Stad - Blaricum,6326,326,ACCESSIBLE,BUS
CXX_Z436_1,CXX,Z43602414,Rotterdam Zuidplein,1,Ouddorp-Rotterdam,Z436,436,ACCESSIBLE,BUS
CXX_M358_1,CXX,M35801357,Amsterdam Station Zuid,1,Kudelstaart/Aalsmeer - Amsterdam Station Zuid,M358,358,ACCESSIBLE,BUS
ARR_28214_2,ARR,2502,Achlum Jonkerschap,2,"Achlum, Jonkerschap - Harlingen, Zorgplein",28214,8104,NOTACCESSIBLE,BUS
KEOLIS_6326_1,KEOLIS,6204,Blaricum,1,Lijn 326 Almere Stad - Blaricum,6326,326,ACCESSIBLE,BUS
CXX_M358_2,CXX,M35801408,Kudelstaart Bilderdammerweg,2,Kudelstaart/Aalsmeer - Amsterdam Station Zuid,M358,358,ACCESSIBLE,BUS
ARR_51035_1,ARR,1723,Sneek,1,Sneek - Franeker,51035,35,UNKNOWN,BUS
ARR_51035_2,ARR,1710,Franeker,2,Sneek - Franeker,51035,35,UNKNOWN,BUS
CXX_N068_2,CXX,N06821942,Assendelft Stat. Krommenie-A'delft,2,Krommenie Station - Assendelft Noorderveenweg,N068,68,ACCESSIBLE,BUS
CXX_N068_1,CXX,N06822623,Saendelft,1,Krommenie Station - Assendelft Noorderveenweg,N068,68,ACCESSIBLE,BUS
QBUZZ_m974_1,QBUZZ,1065,Niet instappen,1,BestelBuzz Streefkerk,m974,BB,ACCESSIBLE,BUS
QBUZZ_m974_2,QBUZZ,3665,Nieuw-Lekkerland Jan van Nassauplein,2,BestelBuzz Streefkerk,m974,BB,ACCESSIBLE,BUS
ARR_26637_1,ARR,5633,Sittard Sportzone,1,Sittard Sportzone - Brunssum,26637,637,UNKNOWN,BUS
ARR_51155_1,ARR,2370,Lauwersoog,1,Lauwersoog - Leeuwarden,51155,155,UNKNOWN,BUS
ARR_51155_2,ARR,1721,Leeuwarden,2,Lauwersoog - Leeuwarden,51155,155,UNKNOWN,BUS
ARR_28556_2,ARR,2415,Harkema,2,"Harkema - Buitenpost, Station",28556,6521,NOTACCESSIBLE,BUS
AVV_100058_1,AVV,1903,Breinig Abzweigung Venwegen,1,,100058,58,UNKNOWN,BUS
ARR_28556_1,ARR,1739,Buitenpost Station,1,"Harkema - Buitenpost, Station",28556,6521,NOTACCESSIBLE,BUS
AVV_100058_2,AVV,1635,Zweifall Solchbachtal,2,,100058,58,UNKNOWN,BUS
QBUZZ_u020_2,QBUZZ,2950,Science Park P+R via Utrecht CS,2,Science Park - Utrecht CS - Nieuwegein,u020,20,ACCESSIBLE,TRAM
QBUZZ_u020_1,QBUZZ,2849,Nieuwegein-Zuid,1,Science Park - Utrecht CS - Nieuwegein,u020,20,ACCESSIBLE,TRAM
CXX_Z023_2,CXX,Z02302614,'s-Heerenhoek Kerk,2,'s-Heerenhoek - Goes,Z023,23,ACCESSIBLE,BUS
QBUZZ_g109_2,QBUZZ,690,Station,2,Assen - P+R Haren - Groningen Zernike,g109,109,ACCESSIBLE,BUS
QBUZZ_g109_1,QBUZZ,869,Groningen Zernike via P+R Hoogkerk,1,Assen - P+R Haren - Groningen Zernike,g109,109,ACCESSIBLE,BUS
CXX_Z023_1,CXX,Z02302588,Goes Station,1,'s-Heerenhoek - Goes,Z023,23,ACCESSIBLE,BUS
CXX_A302_1,CXX,A30201013,Arnhem CS,1,Apeldoorn - Arnhem CS,A302,302,ACCESSIBLE,BUS
CXX_A302_2,CXX,A30201029,Apeldoorn Station,2,Apeldoorn - Arnhem CS,A302,302,ACCESSIBLE,BUS
HTM_4_1,HTM,23;23,Lansingerlnd-Z'meer,1,Lijn 4,4,4,UNKNOWN,TRAM
HTM_4_2,HTM,97;97,DH De Uithof,2,Lijn 4,4,4,UNKNOWN,TRAM
ARR_26039_1,ARR,5567,Urmond,1,Urmond via Berg a/d Maas - Sittard,26039,39,UNKNOWN,BUS
ARR_28423_2,ARR,2542,Earnewald It Kruspaed,2,"Earnewald - Nijega, Rijksweg",28423,6092,NOTACCESSIBLE,BUS
ARR_26039_2,ARR,5589,Sittard Station,2,Urmond via Berg a/d Maas - Sittard,26039,39,UNKNOWN,BUS
RET_48_1,RET,TMCP---,Marconiplein,1,Beverwaard - Marconiplein,48,23,UNKNOWN,TRAM
RET_48_2,RET,TBVWD--,Beverwaard,2,Beverwaard - Marconiplein,48,23,UNKNOWN,TRAM
ARR_28423_1,ARR,2650,Nijega Rijksweg,1,"Earnewald - Nijega, Rijksweg",28423,6092,NOTACCESSIBLE,BUS
ARR_28071_2,ARR,2758,Waaxens,2,"Waaxens - Dokkum, Busstation",28071,7221,NOTACCESSIBLE,BUS
ARR_28071_1,ARR,1706,Dokkum Busstation,1,"Waaxens - Dokkum, Busstation",28071,7221,NOTACCESSIBLE,BUS
EBS_3826_1,EBS,3066,Honselersdijk Bloemenveiling,1,Schiedam - Maassluis - Honselersdijk - Naaldwijk,3826,826,ACCESSIBLE,BUS
ARR_25442_1,ARR,5709,Weert,1,Weert Station - Laar,25442,2,UNKNOWN,BUS
